delta_theta_quarter,R2_0.6666666666666666,R2_0.5,R2_0.25,R2_0.99,R2_0.75,R2_0.3333333333333333,R2_0.01,R2_1,R2_0.999,R2_0.001,R2_0.9
0.0849929876221687,30.22643478458918,21.16093772758136,10.02760552411311,64.05383299822023,35.810903129966086,13.544865006617204,0.3947939394963755,555951899192.1289,65.81583155068265,0.0394784273672802,50.02667501868267
0.0881408760526194,30.21941865849694,21.159229388070635,10.027464168657175,63.65427168080484,35.79559151670807,13.544495243550983,0.3947939314666601,538990912088.881,65.362251134481,0.039478427359252,49.93025445830016
0.0912887644830701,30.21216738817562,21.15746094844088,10.027317745979817,63.26715104801784,35.779802091484775,13.54411227245278,0.394793923148041,523200013962.3424,64.92474964822767,0.0394784273509349,49.83264455295026
0.0944366529135208,30.204682997211805,21.15563262100565,10.027166263858696,62.891744733464,35.76354243473574,13.543716118605724,0.394793914540848,508462195949.7777,64.50224206820407,0.0394784273423293,49.73397158645746
0.0975845413439715,30.19696756064373,21.15374462479609,10.027009730337188,62.52738729563948,35.74682025439444,13.543306808144251,0.3947939056454226,494675547107.4121,64.09374999726809,0.0394784273334355,49.63435510273682
0.1007324297744222,30.189023203198246,21.15179718548859,10.026848153723613,62.173467735715015,35.729643375025745,13.542884368050435,0.3947938964621174,481750895360.5949,63.69838813115648,0.0394784273242538,49.53390802641256
0.1038803182048729,30.180852097507525,21.14979053533073,10.026681542590484,61.82942383154236,35.71201972706897,13.542448826150272,0.3947938869912964,469609877372.1144,63.31535280633023,0.0394784273147847,49.43273681952935
0.1070282066353236,30.172456462308496,21.147724913065268,10.02650990577374,61.49473717203854,35.69395733621197,13.54200021110978,0.3947938772333355,458183349021.98535,62.94391225660468,0.0394784273050285,49.330941667078186
0.1101760950657743,30.16383856062788,21.14560056385236,10.026333252371916,61.168928793861845,35.675464312920184,13.541538552431058,0.3947938671886215,447410068376.4184,62.58339828143463,0.0394784272949857,49.228616684878006
0.113323983496225,30.155000697955828,21.143417739190124,10.02615159174532,60.85155533725635,35.65654884214324,13.541063880448206,0.3947938568575526,437235598161.9591,62.23319908730952,0.0394784272846565,49.12585014414681
0.1164718719266756,30.14594522041104,21.14117669683344,10.025964933515189,60.54220565052029,35.63721917321956,13.54057622632312,0.3947938462405388,427611386216.794,61.89275310945841,0.0394784272740414,49.02272470784415
0.1196197603571263,30.13667451290008,21.138877700711216,10.0257732875628,60.24049778312133,35.617483609998104,13.540075622041218,0.3947938353380009,418493991133.9561,61.56154365704956,0.0394784272631408,48.91931767456396
0.122767648787577,30.1271909972738,21.13652102084206,10.025576664028584,59.94607631636055,35.597350501194484,13.539562100407034,0.3947938241503712,409844427036.346,61.239094253577136,0.0394784272519552,48.81570122639421
0.1259155372180277,30.11749713048339,21.134106933248425,10.025375073311196,59.65860998795426,35.57682823099707,13.539035695039718,0.3947938126780935,401627606635.4967,60.92496456686341,0.039478427240485,48.71194267773775
0.1290634256484784,30.107595402738923,21.131635719869344,10.025168526066585,59.37778957319168,35.55592520993707,13.538496440368444,0.3947938009216227,393811865793.93787,60.618746841347225,0.0394784272287307,48.60810472260475
0.1322113140789291,30.097488335672608,21.12910766847176,10.024957033206991,59.103325990630665,35.53464986603477,13.537944371627688,0.3947937888814251,386368556007.2184,60.32006276005864,0.0394784272166926,48.50424567834438
0.1353592025093798,30.08717848050956,21.12652307256053,10.024740605900028,58.83494860477774,35.51301063623269,13.537379524852447,0.394793776557978,379271693748.9059,60.02856067563398,0.0394784272043714,48.400419724184815
0.1385070909398305,30.07666841624826,21.123882231287155,10.0245192555676,58.57240370199648,35.49101595812466,13.53680193687332,0.3947937639517701,372497657632.1751,59.74391315948321,0.0394784271917674,48.29667713329884
0.1416549793702812,30.06596074785305,21.121185449357284,10.024292993884917,58.31545311911169,35.46867426198842,13.536211645311518,0.3947937510633015,366024925949.8519,59.46581482622455,0.0394784271788813,48.19306449741301
0.1448028678007319,30.055058104460905,21.118433036937088,10.024061832779424,58.0638730069206,35.445993963127805,13.535608688573774,0.394793737893083,359833848448.36426,59.1939803970976,0.0394784271657134,48.08962494323498
